"OBJECTID","FID_J5ADCCAE55F1F458CB72D43BBA0","FID_JCEC669FB3C1942769A246F54CA","FID_JD5A3B0BAC9964E2A82FC17D52C","FID_JCFB10F4860614B8C9C6755F87E","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","NO_FARMS17","AVE_SIZE17","CROP_ACR17","AVE_SALE17","Shape_Leng","County","Zone","FID_JC691A5DE512F41389BD7E7BF18","price.region","Count_","Area.in.Square.Miles","FID_WI_MUNI_UTILITY_BOUNDARIES_","CODE","COLOR","UTIL_LAB","Util_Type","PSC_ID","AREA","PERIMETER","ADDRESS_1","ADDRESS_2","CITY","STATE","ZIP","PHONE","WEB","DATA_DATE","GIS_DATA","Shape_Leng.1","LABEL","FID_COOP_UTILITY_BOUNDARIES_COO","CODE.1","COLOR.1","UTIL_LAB.1","Util_Type.1","PSC_ID.1","AREA.1","PERIMETER.1","ADDRESS_1.1","ADDRESS_2.1","CITY.1","STATE.1","ZIP.1","PHONE.1","WEB.1","DATA_DATE.1","GIS_DATA.1","Shape_Leng.2","LABEL.1","FID_WI_IOU_UTILITY_BOUNDARIES_W","CITY.2","CODE.2","UTIL_LAB.2","PSC_ID.2","AREA.2","PERIMETER.2","DATA_DATE.2","GIS_DATA.2","ADDRESS_1.2","ADDRESS_2.2","STATE.2","ZIP.2","PHONE.2","WEB.2","Shape_Leng.3","UTIL_TYPE","LABEL.2","elec_utility","heating_load","cooling_load","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e","perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool"
507,458,130,7,3,"Barron County","Wisconsin",55,5,55005,46399,52.1,45870,51.5,44076,407,406,223,3,862,236,519,22814,23056,2737,2762,2832,2888,2341,5133,5288,7162,6379,4327,2759,1262,43.1,41.8,44.5,19173,2.36,2442,2869,3535,6551,561,1136,12626,2.85,23614,4441,14126,5047,1322,234,202890,259503,889.76,1200,255,208784,222001,2.0910202,"Barron",4,4,3,160,2.99527089,4,"M-05",9,"BARRON LIGHT & WATER UTILITY","Municipal",380,3.03737127,"10.3109152"," ","1303 E Division Avenue","Barron","WI","54812","715-537-3855","https://www.cityofbarron.com/utilities","11/7/12 0:00"," ",16593.8427,"Barron Light & Water Utility",24,"C-02",83,"BARRON ELECTRIC COOPERATIVE","Cooperative",378,1484.802432,286.3906214,"PO Box 40","1434 STH 25 N","Barron","WI","54812-0261","800-322-1008","https://www.barronelectric.com","12/21/20 0:00","X",460901.95,"Barron Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",380,-105.580953150661,-845.024000028884,1301.17833692958,-635.584149184933,1125.36658847371,811.395897640804,489.782439288774,25161.4848091383,-5603.93498120249,-7396.80951307845,1125.36658847371,667.50794340225,-6271.44292460474,20706.4102027904,17013.0365356742,-635.584149184933,15072.1607749266,2576.4599099325,14436.5766257417,79803.2590228246,10107.9232175421,-7396.80951307845,15072.1607749266,2432.57195569395,7675.35126184816,75348.1844164766,21081.0382165921,-635.584149184933,20195.3337851904,1521.28858058665,19559.7496360055,47126.2646486192,14175.92489846,-7396.80951307845,20195.3337851904,1377.4006263481,12798.5242721119,42671.1900422712,22906.0505060806,-635.584149184931,20290.4561759865,3251.17847927894,19654.8720268016,100703.80741044,16000.9371879485,-7396.80951307845,20290.4561759865,3107.29052504039,12893.6466629081,96248.7328040921,17897.2626530582,-635.584149184931,15406.3806082667,3126.46619397641,14770.7964590818,96877.3464511904,10992.1493349261,-7396.80951307845,15406.3806082667,2982.57823973786,8009.57109518827,92422.2718448424,0.997,0.848,0,0,1,1,1,0.989,1,1,0.908,0.902,1,1,1,1,0,1,0,1
508,630,107,107,63,"Vernon County","Wisconsin",55,123,55123,31029,38,29773,36.5,29085,109,61,92,7,394,145,274,14854,14919,2121,2257,2190,1987,1281,2965,3328,4707,3975,2528,1683,751,41.4,40.9,42,11616,2.53,1511,1665,2607,3958,302,580,7893,3.1,13720,2104,9165,2451,2228,155,181510,99359,816.38,1961,172,196566,92577,2.5226673,"Vernon",9,4,3,160,25.72679749,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",16,"C-23",83,"VERNON ELECTRIC COOPERATIVE","Cooperative",6080,926.5649281,392.060786," ","110 Saugstad Road","Westby","WI","54667-8426","608-634-3121","https://www.vernonelectric.org","11/23/09 0:00","X",630961.9356,"Vernon Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",6080,-91.5315890463349,-1239.9392272132,-220.221571399103,-628.910753381579,21.8964818651093,386.79270011737,-607.014271516469,11830.8838357244,-7189.16249895667,-7385.45363990198,21.8964818651093,174.394659080204,-7363.55715803687,5293.38879354118,11817.9567223197,-628.910753381579,10195.1924820726,2251.67499362871,9566.28172869099,69234.971237623,4849.01579476214,-7385.45363990198,10195.1924820726,2039.27695259155,2809.73884217059,62697.4761954398,15313.0023787613,-628.910753381579,14529.0799790519,1412.83315309101,13900.1692256703,43438.2443149117,8344.06145120374,-7385.45363990198,14529.0799790519,1200.43511205384,7143.6263391499,36900.7492727285,25725.1194316409,-628.910753381579,23426.1501530089,2927.88003201361,22797.2393996273,90097.251166182,18756.1785040833,-7385.45363990198,23426.1501530089,2715.48199097645,16040.6965131069,83559.7561239988,14449.8479916004,-628.910753381579,12591.987804497,2486.77094048499,11963.0770511154,76480.8687322907,7480.90706404281,-7385.45363990198,12591.987804497,2274.37289944783,5206.53416459498,69943.3736901075,0.259,0.034,0,0,1,1,0.911,0.889,1,0.983,0.886,0.831,1,1,1,1,0,1,0,1
509,631,107,107,63,"Vernon County","Wisconsin",55,123,55123,31029,38,29773,36.5,29085,109,61,92,7,394,145,274,14854,14919,2121,2257,2190,1987,1281,2965,3328,4707,3975,2528,1683,751,41.4,40.9,42,11616,2.53,1511,1665,2607,3958,302,580,7893,3.1,13720,2104,9165,2451,2228,155,181510,99359,816.38,1961,172,196566,92577,2.5226673,"Vernon",9,4,3,160,25.72679749,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",22,"C-20",24,"SCENIC RIVERS ENERGY COOPERATIVE","Cooperative",2318,2289.216872,435.9003487," ","231 N Sheridan Street","Lancaster","WI","53813-1342","608-723-2121","https://www.sre.coop","7/15/09 0:00","X",701515.0138,"Scenic Rivers Energy Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",2318,-91.5315890463349,-1239.9392272132,-609.501245119896,-626.380649807823,-7.81803977399795,24.6974444619218,-634.198689581821,755.879694223026,-7546.41899010772,-7351.74109176778,-7.81803977399795,-186.859858565943,-7359.55913154178,-5781.99219659688,8790.88839564541,-626.380649807823,7426.56054847431,1990.70849697891,6800.17989866649,61477.844343094,1853.97065065758,-7351.74109176778,7426.56054847431,1779.15119395105,74.819456706532,54939.9724522741,12185.0600004118,-626.380649807823,11453.0003360229,1358.44031419674,10826.6196862151,41947.5535998354,5248.14225542398,-7351.74109176778,11453.0003360229,1146.88301116887,4101.25924425511,35409.6817090154,31103.3527226247,-626.380649807823,28812.5333948114,2917.1999776211,28186.1527450036,90140.3436366069,24166.4349776369,-7351.74109176778,28812.5333948114,2705.64267459324,21460.7923030437,83602.471745787,10965.6847616165,-626.380649807823,9934.02196850292,1658.04344292135,9307.6413186951,51181.895655437,4028.76701662863,-7351.74109176778,9934.02196850292,1446.48613989348,2582.28087673514,44644.023764617,0.001,0,0,0,1,1,0.88,0.862,0.928,0.893,0.613,0.238,1,1,1,1,0,1,0,0.99
517,89,90,90,55,"Rusk County","Wisconsin",55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,"Rusk",4,3,2,176,2.38073035,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",4220,-74.5034440521083,-985.646615763617,-399.589230738195,-625.484171875803,10.650225629417,215.24471550819,-614.833946246386,6667.82503139791,-7315.07472120782,-7373.17392406235,10.650225629417,47.4489772251154,-7362.52369843294,1470.47132112764,8267.27516080056,-625.484171875803,7201.23765523765,1691.52167743872,6575.75348336185,52461.0155022828,1351.78967033094,-7373.17392406235,7201.23765523765,1523.72593915565,-171.936268824703,47263.6617920125,11233.4242396151,-625.484171875803,10799.7333328355,1059.17507865533,10174.2491609597,32805.2257497554,4317.93874914545,-7373.17392406235,10799.7333328355,891.379340372258,3426.55940877319,27607.8720394852,20594.7061070467,-625.484171875803,18927.4719464424,2292.71833248001,18301.9877745666,70992.7005776418,13679.220616577,-7373.17392406235,18927.4719464424,2124.92259419694,11554.2980223801,65795.3468673715,10232.4887820348,-625.484171875805,9175.36426069659,1682.60869321402,8549.88008882078,52016.8158921416,3317.00329156517,-7373.17392406236,9175.36426069659,1514.81295493094,1802.19033663423,46819.4621818714,0.102,0.016,0,0,1,1,0.886,0.859,0.997,0.942,0.66,0.297,1,1,1,1,0,1,0,0.922
519,244,250,118,71,"Winnebago County","Wisconsin",55,139,55139,173572,300,166994,288.6,154445,2975,1036,3822,58,5784,2188,2470,83952,83042,9866,9944,9972,12033,14187,21920,21429,25560,19747,11159,7576,3601,37.7,36.7,38.9,67875,2.34,9246,11030,13080,19385,1848,4238,41523,2.91,73329,5454,45036,22839,1117,139,126153,113315,578.57,957,169,136192,127710,1.66402946,"Winnebago",6,3,2,176,4.9936314,74,"M-43",9,"MENASHA ELECTRIC & WATER UTILITIES","Municipal",3560,6.76232009,"29.61321616","PO Box 340","321 Milwaukee Street","Menasha","WI","54952-0340","920-967-3400","https://www.menashautilities.com/","1/28/19 0:00","X",47657.94706,"Menasha Electric & Water Utilities",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",10,"Superior","WEP","WISCONSIN ELECTRIC POWER COMPANY",6630,6535.682729,1246.223422,"12/19/19 0:00","X"," ","2915 Hill Avenue","WI","54880","414-221-2345","https://www.we-energies.com",2005606.199,"Investor-Owned","Wisconsin Electric Power Company",3560,-113.874426867617,-993.209257176124,186.885858009522,-623.329895835674,164.014038574051,646.201715271142,-459.315857261623,19684.4321819825,-6746.64111719593,-7385.99671748538,164.014038574051,475.341561715391,-7221.98267891133,14446.8985022884,15230.6810780455,-623.329895835672,13053.4829895863,2800.5279842949,12430.1530937506,85717.2409103907,8297.15410284005,-7385.99671748537,13053.4829895863,2629.66783073915,5667.48627210089,80479.7072306966,19614.6487172812,-623.329895835674,18481.8180691581,1756.16054395872,17858.4881733225,53767.3087407584,12681.1217420757,-7385.99671748538,18481.8180691581,1585.30039040297,11095.8213516728,48529.7750610643,30835.0693608704,-623.329895835674,27812.4959572219,3645.90329948411,27189.1660613863,111681.364562293,23901.5423856649,-7385.99671748538,27812.4959572219,3475.04314592836,20426.4992397366,106443.830882598,18647.2301154176,-623.329895835674,16044.5896246764,3225.97038657685,15421.2597288407,98586.2705646847,11713.7031402121,-7385.99671748538,16044.5896246764,3055.1102330211,8658.59290719101,93348.7368849906,0.608,0.093,0,0,1,1,0.972,0.913,1,1,0.859,0.859,1,1,1,1,0,1,0,1
520,550,30,30,17,"Dunn County","Wisconsin",55,33,55033,45705,52.9,43857,50.8,41545,220,168,1143,15,626,228,538,22133,21724,2422,2497,2566,4186,5997,4983,4947,5897,5039,2754,1721,848,33.5,32.5,34.5,16373,2.47,2019,2185,3310,5128,451,811,10289,2.95,17964,1591,11084,5289,1404,265,252539,187452,863.89,1288,270,240765,165326,2.06137353,"Dunn",7,4,3,160,1.89119076,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",6,"C-21",83,"ST CROIX ELECTRIC COOPERATIVE","Cooperative",5195,697.9765553,158.8337599," ","1925 Ridgeway Street","Hammond","WI","54015-5038","800-924-3407","https://www.scecnet.net","12/5/12 0:00","X",255618.6698,"St Croix Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",5195,-92.8340337423463,-1220.37930283249,-544.216559376131,-618.410488139452,-24.623416125718,98.8173448890434,-643.03390426517,3060.32271298549,-7517.03690813487,-7385.68171007242,-24.623416125718,-106.731781936729,-7410.30512619814,-3375.52757694529,8776.97836060232,-618.410488139452,7467.27494857798,1928.11390016379,6848.86446043853,60540.6471559553,1804.15801184357,-7385.68171007242,7467.27494857798,1722.56477333802,81.5932385055557,54104.7968660245,12317.149219896,-618.410488139452,11664.9613461558,1270.59836187964,11046.5508580164,39803.362613756,5344.32887113728,-7385.68171007242,11664.9613461558,1065.04923505387,4279.27963608341,33367.5123238252,28560.0051940199,-618.41048813945,26345.4393615602,2832.97632059923,25727.0288734207,88702.5600818355,21587.1848452612,-7385.68171007242,26345.4393615602,2627.42719377345,18959.7576514877,82266.7097919048,11136.6217351938,-618.410488139452,10082.8168589785,1672.21536435476,9464.40637083907,52375.2911007523,4163.80138643509,-7385.68171007242,10082.8168589785,1466.66623752899,2697.13514890611,45939.4408108216,0.023,0,0,0,1,1,0.897,0.88,0.97,0.912,0.7,0.289,1,1,1,1,0,1,0,1
521,551,30,30,17,"Dunn County","Wisconsin",55,33,55033,45705,52.9,43857,50.8,41545,220,168,1143,15,626,228,538,22133,21724,2422,2497,2566,4186,5997,4983,4947,5897,5039,2754,1721,848,33.5,32.5,34.5,16373,2.47,2019,2185,3310,5128,451,811,10289,2.95,17964,1591,11084,5289,1404,265,252539,187452,863.89,1288,270,240765,165326,2.06137353,"Dunn",7,4,3,160,1.89119076,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",7,"C-07",83,"DUNN ENERGY COOPERATIVE","Cooperative",1688,856.1823572,311.1502716,"PO Box 220","N5725 600th Street","Menomonie","WI","54751-0220","715-232-6240","https://www.dunnenergy.com","2/17/15 0:00","X",500748.8242,"Dunn Energy Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",1688,-92.8340337423463,-1220.37930283249,-624.24375379107,-629.316409500723,-1.96407642386293,7.03673213351431,-631.280485924586,218.873643548388,-7612.37201381669,-7408.8846506011,-1.96407642386293,-201.523286791726,-7410.84872702497,-6217.3475502674,7633.34502617107,-629.31640950072,6485.22053046683,1777.44090520496,5855.90412096611,55180.1362855614,645.216766145444,-7408.8846506011,6485.22053046683,1568.88088627972,-923.664120134271,48743.9150917456,10564.5172422694,-629.316409500723,9966.18513208034,1227.64851968976,9336.86872257962,37976.0123913974,3576.38898224376,-7408.8846506011,9966.18513208034,1019.08850076452,2557.30048147924,31539.7911975816,31358.1656578114,-629.316409500721,29117.1131022105,2870.3689651016,28487.7966927098,88622.708652114,24370.0373977858,-7408.8846506011,29117.1131022105,2661.80894617636,21708.2284516094,82186.4874582982,8635.76478507298,-629.316409500721,8164.59680252701,1100.48439204668,7535.28039302629,34113.4199326333,1647.63652504735,-7408.8846506011,8164.59680252701,891.924373121439,755.712151925909,27677.1987388175,0.001,0.001,0,0,1,1,0.841,0.755,0.906,0.893,0.314,0.137,1,1,1,1,0,1,0,0.675
522,387,81,81,49,"Polk County","Wisconsin",55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,"Polk",4,2,1,416,16.51815207,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",24,"C-02",83,"BARRON ELECTRIC COOPERATIVE","Cooperative",378,1484.802432,286.3906214,"PO Box 40","1434 STH 25 N","Barron","WI","54812-0261","800-322-1008","https://www.barronelectric.com","12/21/20 0:00","X",460901.95,"Barron Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",378,-86.8870993654548,-1119.52147914472,-592.485683216648,-613.73903591849,-10.697868647776,31.9512213496223,-624.436904566266,1004.52066427701,-7529.64693875342,-7360.67590554875,-10.697868647776,-158.273164556887,-7371.37377419653,-4900.1215147114,7667.32786152654,-613.73903591849,6508.38658983768,1772.68030760736,5894.64755391919,55215.1022306387,730.166605989776,-7360.67590554875,6508.38658983768,1582.45592170085,-852.289315711074,49310.4600516503,10716.9644181955,-613.73903591849,10138.3744544973,1192.32899961672,9524.63541857879,37080.238133391,3779.80316265874,-7360.67590554875,10138.3744544973,1002.10461371021,2777.69854894853,31175.5959544025,28370.4749706033,-613.73903591849,26295.07258213,2689.14142439187,25681.3335462115,83506.017527574,21433.3137150666,-7360.67590554875,26295.07258213,2498.91703848536,18934.3966765812,77601.3753485855,9358.96683209317,-613.73903591849,8644.46203307385,1328.24383493781,8030.72299715536,41353.2102944749,2421.8055765564,-7360.67590554875,8644.46203307385,1138.0194490313,1283.7861275251,35448.5681154865,0.005,0,0,0,1,1,0.865,0.816,0.932,0.896,0.427,0.141,1,1,1,1,0,1,0,0.815
526,3,3,3,1,"Adams County","Wisconsin",55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,"Adams",8,4,3,160,1.04571593,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",6680,-82.1738997244774,-993.411082006164,-368.175181352763,-639.495702885377,-12.3420233733323,283.662544905947,-651.837726258709,8518.5373206115,-7259.36223575718,-7358.01156421767,-12.3420233733323,110.991351833822,-7370.353587591,3278.73165904604,10300.0950579848,-639.495702885377,8875.13823378153,2064.45252708861,8235.64253089615,62620.4524206792,3408.90800358034,-7358.01156421767,8875.13823378153,1891.78133401649,1517.12666956386,57380.6467591137,13519.9697450672,-639.495702885377,12839.2921368292,1320.17331112343,12199.7964339438,39998.2233906752,6628.7826906628,-7358.01156421767,12839.2921368292,1147.5021180513,5481.2805726115,34758.4177291097,24470.8138374467,-639.495702885375,22407.3956366626,2702.9139036695,21767.8999337772,81958.8844511793,17579.6267830423,-7358.01156421767,22407.3956366626,2530.24271059737,15049.3840724449,76719.0787896139,13140.1711118071,-639.495702885375,11462.4859159154,2317.18089877708,10822.99021303,70134.3767059935,6248.98405740264,-7358.01156421767,11462.4859159154,2144.50970570495,4104.47435169769,64894.571044428,0.129,0.014,0,0,1,1,0.899,0.896,1,0.951,0.871,0.648,1,1,1,1,0,1,0,1
527,146,151,24,13,"Dane County","Wisconsin",55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,"Dane",10,2,1,416,23.83421561,50,"M-45",31,"MOUNT HOREB ELECTRIC UTILITY","Municipal",3930,33.92230419,"30.745464"," ","138 E Main Street","Mount Horeb","WI","53572","608-437-3300","http://www.mounthorebwi.info/departments-services/mount-horeb-utilities","11/16/12 0:00"," ",49480.12698,"Mount Horeb Electric Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",3930,-95.2572125183925,-1266.30709484638,590.804935725107,-644.767560957394,501.226595211752,734.345901470748,-143.540965745642,22347.3661663275,-6380.1850231178,-7395.54254794747,501.226595211752,514.130929617918,-6894.31595273571,15667.7694397418,14171.4049527454,-644.767560957394,12402.5031086619,2413.66940504089,11757.7355477045,73281.7573252056,7200.41499390247,-7395.54254794747,12402.5031086619,2193.45443318806,5006.96056071441,66602.1605986198,17843.7952829551,-644.767560957394,17018.8121479803,1469.75069593218,16374.0445870229,44651.6386196065,10872.8053241122,-7395.54254794747,17018.8121479803,1249.53572407935,9623.2696000328,37972.0418930208,23466.9347626347,-644.767560957394,21040.5959634956,3071.10636009648,20395.8284025382,93186.2169240035,16495.9448037918,-7395.54254794747,21040.5959634956,2850.89138824365,13645.0534155481,86506.6201974178,15878.1730766627,-644.767560957394,13708.9133527351,2814.02728488493,13064.1457917778,85436.4595687805,8907.18311781978,-7395.54254794747,13708.9133527351,2593.8123130321,6313.37080478768,78756.8628421948,0.852,0.313,0,0,1,1,0.982,0.932,1,1,0.888,0.888,1,1,1,1,0,1,0,1
530,52,53,53,30,"Kenosha County","Wisconsin",55,59,55059,171941,617.6,166426,598.5,139416,11052,814,2393,89,19592,7880,4782,82444,83982,10995,11850,12310,13029,11307,20873,23207,26162,18014,9740,6142,2797,36.3,35.3,37.2,62650,2.58,7612,8776,14214,16516,2028,5722,42243,3.13,69288,6638,42581,20069,359,213,68098,191827,278.42,415,187,65214,144222,1.4505144,"Kenosha",11,2,1,416,250.9401149,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",10,"Superior","WEP","WISCONSIN ELECTRIC POWER COMPANY",6630,6535.682729,1246.223422,"12/19/19 0:00","X"," ","2915 Hill Avenue","WI","54880","414-221-2345","https://www.we-energies.com",2005606.199,"Investor-Owned","Wisconsin Electric Power Company",6630,-108.163787394747,-996.752340115406,-605.710998504514,-621.249134497652,-7.83757404519929,23.3757100383391,-629.086708542851,746.826448190317,-7508.62402675656,-7355.02390736205,-7.83757404519929,-145.762545349303,-7362.86148140725,-4511.20875349188,10992.1585576776,-621.249134497652,9121.18545216735,2492.22224000789,8499.9363176697,77568.0727914652,4089.24552942554,-7355.02390736205,9121.18545216735,2323.08398462025,1766.1615448053,72310.037589783,15124.9104347438,-621.249134497652,14067.4973622064,1678.66220703502,13446.2482277088,52189.3239109809,8221.99740649175,-7355.02390736205,14067.4973622064,1509.52395164738,6712.47345484438,46931.2887092987,37688.3847743561,-621.249134497652,34826.3870565782,3483.24685227554,34205.1379220805,108308.089784654,30785.471746104,-7355.02390736205,34826.3870565782,3314.1085968879,27471.3631492161,103050.054582972,14119.9990547643,-621.249134497652,12563.8931852178,2177.35500404409,11942.6440507202,67781.6091182865,7217.08602651221,-7355.02390736205,12563.8931852178,2008.21674865645,5208.86927785577,62523.5739166043,0.007,0,0,0,1,1,0.904,0.901,0.945,0.905,0.863,0.55,1,1,1,1,0,1,0,1
