OBJECTID,FID_J5ADCCAE55F1F458CB72D43BBA0,FID_JCEC669FB3C1942769A246F54CA,FID_JD5A3B0BAC9964E2A82FC17D52C,FID_JCFB10F4860614B8C9C6755F87E,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,POPULATION,POP_SQMI,POP2010,POP10_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,NO_FARMS17,AVE_SIZE17,CROP_ACR17,AVE_SALE17,Shape_Leng,County,Zone,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL
30,9,9,9,4,Bayfield County,Wisconsin,55,7,55007,15308,10.1,15014,9.9,13024,46,1435,48,1,158,29,431,7716,7298,664,753,873,833,481,1263,1587,2636,2812,1867,896,349,49.4,49,49.8,6686,2.23,1027,923,1036,2546,170,293,4368,2.71,12999,6313,5465,1221,352,204,36296,39530,1511.34,427,190,42610,37301,3.72934965,Bayfield,1,4,3,160,289.4067632,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
31,15,15,15,8,Calumet County,Wisconsin,55,15,55015,52637,132.6,48971,123.4,46187,246,203,1031,16,1690,705,583,24543,24428,3418,3827,3678,3389,2091,5895,7314,8108,5626,2977,1879,769,38.3,37.7,38.9,18575,2.63,1852,2072,5449,6378,438,882,13780,3.06,19695,1120,15066,3509,719,198,120851,296527,397.08,684,225,131510,297601,1.42541136,Calumet,6,2,1,416,56.0584524,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
32,181,186,50,29,Juneau County,Wisconsin,55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,Juneau,8,2,1,416,0.74916507,63,M-82,9,WONEWOC ELECTRIC & WATER UTILITY,Municipal,6760,1.12673047,5.919729156,PO Box 37, ,Wonewoc,WI,53968-0037,608-464-3114,https://www.wonewocwisc.com/public-works-department/,2/5/19 0:00, ,9526.899652,Wonewoc Electric & Water Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
33,158,163,35,20,Fond du Lac County,Wisconsin,55,39,55039,105265,137.5,101633,132.7,95674,1305,471,1148,21,4368,1700,1314,49926,51707,6003,6283,6553,7139,6298,12299,12867,15878,13088,7477,5198,2550,40.2,38.8,41.4,40697,2.41,5041,6190,8526,13244,1079,2325,26994,2.93,43910,3213,29407,11290,1399,226,262142,294743,765.84,1244,255,270370,318921,2.23921147,Fond du Lac,6,2,1,416,0.00137842,24,M-48,31,NEW HOLSTEIN PUBLIC UTILITY,Municipal,4110,50.4912137,41.21789249, ,2110 Washington Street,New Holstein,WI,53061,920-898-5776,https://www.nhutilities.org/,11/12/12 0:00, ,66333.90064,New Holstein Public Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
34,458,130,7,3,Barron County,Wisconsin,55,5,55005,46399,52.1,45870,51.5,44076,407,406,223,3,862,236,519,22814,23056,2737,2762,2832,2888,2341,5133,5288,7162,6379,4327,2759,1262,43.1,41.8,44.5,19173,2.36,2442,2869,3535,6551,561,1136,12626,2.85,23614,4441,14126,5047,1322,234,202890,259503,889.76,1200,255,208784,222001,2.0910202,Barron,4,4,3,160,0.04296008,4,M-05,9,BARRON LIGHT & WATER UTILITY,Municipal,380,3.03737127,10.3109152, ,1303 E Division Avenue,Barron,WI,54812,715-537-3855,https://www.cityofbarron.com/utilities,11/7/12 0:00, ,16593.8427,Barron Light & Water Utility,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
35,338,47,47,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,3,2,176,0.47740426,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
36,89,90,90,55,Rusk County,Wisconsin,55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,Rusk,4,3,2,176,65.99453381,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
37,244,250,118,71,Winnebago County,Wisconsin,55,139,55139,173572,300,166994,288.6,154445,2975,1036,3822,58,5784,2188,2470,83952,83042,9866,9944,9972,12033,14187,21920,21429,25560,19747,11159,7576,3601,37.7,36.7,38.9,67875,2.34,9246,11030,13080,19385,1848,4238,41523,2.91,73329,5454,45036,22839,1117,139,126153,113315,578.57,957,169,136192,127710,1.66402946,Winnebago,6,3,2,176,0.2497365,74,M-43,9,MENASHA ELECTRIC & WATER UTILITIES,Municipal,3560,6.76232009,29.61321616,PO Box 340,321 Milwaukee Street,Menasha,WI,54952-0340,920-967-3400,https://www.menashautilities.com/,1/28/19 0:00,X,47657.94706,Menasha Electric & Water Utilities,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
38,387,81,81,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,2,1,416,0.25016608,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
39,301,22,22,12,Crawford County,Wisconsin,55,23,55023,16565,27.6,16644,27.8,16080,296,39,63,3,150,36,127,8575,8069,948,1014,1046,1028,779,1743,1838,2651,2535,1679,962,421,44.6,42.9,46.2,6812,2.33,943,1055,1210,2315,213,405,4479,2.85,8802,1990,5151,1661,1105,196,98432,67782,599.21,1034,204,98951,70965,1.96196751,Crawford,9,2,1,416,1.53616316,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
40,252,-1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.04177914,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
41,3,3,3,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,4,3,160,0.0290535,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
42,146,151,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,9.79649904,50,M-45,31,MOUNT HOREB ELECTRIC UTILITY,Municipal,3930,33.92230419,30.745464, ,138 E Main Street,Mount Horeb,WI,53572,608-437-3300,http://www.mounthorebwi.info/departments-services/mount-horeb-utilities,11/16/12 0:00, ,49480.12698,Mount Horeb Electric Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
43,152,157,25,14,Dodge County,Wisconsin,55,27,55027,90297,99.5,88759,97.9,83294,2381,385,472,41,3522,1309,877,46679,42080,5020,5390,5596,5537,4867,11432,12151,14830,10685,6571,4456,2224,40.7,39.2,42.4,33840,2.44,4303,4655,7146,11375,1051,1878,23082,2.94,37005,3165,24617,9223,2012,200,332609,185612,907.1,1749,232,340487,197636,2.09002433,Dodge,10,2,1,416,0.27360934,38,M-18,9,COLUMBUS WATER & LIGHT DEPT,Municipal,1300,5.22051709,10.4146453,PO Box 228,950 Maple Avenue,Columbus,WI,53925-0228,920-623-5913,https://www.columbuswaterandlight.com/,11/12/12 0:00, ,17069.8735,Columbus Water & Light Dept,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
44,295,19,19,10,Clark County,Wisconsin,55,19,55019,35346,29,34690,28.5,33338,80,174,127,8,1292,773,190,17577,17113,2913,2799,2772,2468,1816,3773,3891,4905,3940,2556,1887,970,37.1,35.9,38.3,12679,2.69,1545,1661,3107,4269,373,575,8884,3.26,15076,2397,10122,2557,2317,198,310919,173441,1218.67,2095,215,323806,192889,2.4345185,Clark,5,3,2,176,11.12560522,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
45,52,53,53,30,Kenosha County,Wisconsin,55,59,55059,171941,617.6,166426,598.5,139416,11052,814,2393,89,19592,7880,4782,82444,83982,10995,11850,12310,13029,11307,20873,23207,26162,18014,9740,6142,2797,36.3,35.3,37.2,62650,2.58,7612,8776,14214,16516,2028,5722,42243,3.13,69288,6638,42581,20069,359,213,68098,191827,278.42,415,187,65214,144222,1.4505144,Kenosha,11,2,1,416,0.07243118,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
46,444,109,109,65,Walworth County,Wisconsin,55,127,55127,105371,182.7,102228,177.3,93935,980,308,845,43,10578,4604,1513,51237,50991,6196,6768,6796,7588,8684,11470,12714,15568,12687,7362,4401,1994,38,36.6,39.3,39699,2.51,4911,5643,8632,11791,1154,2433,25918,3.05,51531,11832,27310,12389,870,216,163902,193830,576.6,941,204,167725,177865,1.64180548,Walworth,11,2,1,416,0.00811572,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,20,C-19,83,ROCK ENERGY COOPERATIVE,Cooperative,5125,385.0186036,353.3255764,PO Box 1758,2815 Kennedy Road,Janesville,WI,53547-1758,608-752-4550,https://www.rock.coop,11/25/10 0:00,X,568623.5336,Rock Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
47,427,103,103,61,Taylor County,Wisconsin,55,119,55119,20760,21.1,20689,21,20248,58,43,56,8,316,128,148,10559,10130,1359,1445,1367,1342,978,2213,2576,3510,2565,1657,1113,564,41.7,40.9,42.5,8388,2.44,1151,1101,1796,2897,274,364,5689,2.96,10582,2194,6693,1695,967,224,119997,141155,984.56,893,253,133702,126517,2.46447138,Taylor,5,3,2,176,384.5416441,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,C-22,83,TAYLOR ELECTRIC COOPERATIVE,Cooperative,5838,620.8653908,153.9796177, ,N1831 STH 13,Medford,WI,54451-9208,715-678-2411,https://www.taylorelectric.org,12/7/12 0:00,X,247806.6695,Taylor Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
48,95,98,98,58,Sawyer County,Wisconsin,55,113,55113,16840,12.5,16557,12.3,13123,77,2757,49,0,268,42,509,8393,8164,971,903,934,982,725,1457,1795,2656,2705,2033,1032,364,47,46.6,47.5,7038,2.31,1052,911,993,2523,244,530,4656,2.77,15975,8937,5344,1694,172,253,21896,147145,1350.24,175,263,26032,125089,2.78300879,Sawyer,4,4,3,160,206.2479135,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
49,404,91,91,55,Rusk County,Wisconsin,55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,Rusk,4,4,3,160,0.00033347,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
50,72,73,73,44,Oneida County,Wisconsin,55,85,55085,35799,29,35998,29.1,34787,152,323,188,5,385,82,461,17993,18005,1682,1716,1851,2093,1580,3255,4068,6273,5680,4269,2586,945,47.9,47.2,48.5,16003,2.21,2232,2390,2466,6081,403,771,10396,2.68,30125,14122,12540,3463,150,233,12095,134972,1236.57,131,265,11519,96417,2.93866831,Oneida,2,3,2,176,62.03108978,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
51,189,194,56,33,Lafayette County,Wisconsin,55,65,55065,16852,26.6,16836,26.5,16292,39,48,58,0,522,303,96,8582,8254,1189,1181,1178,1218,888,1807,1929,2735,2110,1320,950,331,40.4,39.3,41.4,6609,2.53,838,861,1445,2258,225,335,4571,3.03,7230,621,5119,1490,1252,294,276055,229493,634.57,1327,258,265418,227199,1.79218002,Lafayette,9,2,1,416,0.00034002,59,M-07,9,BENTON MUNICIPAL ELECTRIC & WATER UTILITY,Municipal,460,0.84805747,6.806208565, ,244 Ridge Avenue,Benton,WI,53803,608-759-3721,https://bentonwi.us/utilities-and-billing/,11/15/12 0:00, ,10953.55282,Benton Municipal Electric & Water Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
52,450,115,115,70,Waushara County,Wisconsin,55,137,55137,24648,38.7,24496,38.4,23012,454,131,94,14,1329,509,282,12893,11603,1171,1345,1410,1425,1022,2520,2873,4099,3748,2689,1627,567,46.2,45.2,47.3,9949,2.34,1379,1357,1710,3853,260,440,6682,2.82,14843,4894,8145,1804,592,245,108688,226604,637.39,633,214,100239,200162,1.94669687,Waushara,8,2,1,416,0.02044076,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
53,118,121,-1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.05660379,1,M-27,31,FLORENCE UTILITY COMMISSION,Municipal,2000,89.81431632,54.96355367,PO Box 109,501 Spring Avenue,Florence,WI,54121-0109,715-528-3330,https://www.florenceutilitieswi.com/,2/5/19 0:00, ,88455.44222,Florence Utility Commission,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
54,264,3,3,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,4,3,160,90.73360305,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
55,335,45,45,26,Iron County,Wisconsin,55,51,55051,5691,7.1,5916,7.4,5790,3,36,18,0,35,13,56,2959,2957,213,248,303,315,192,453,636,1024,1030,713,526,263,51,50.6,51.5,2822,2.06,497,470,357,989,83,134,1694,2.6,5999,3177,2271,551,61,167,4859,91961,802.62,49,188,5377,123143,2.58671413,Iron,2,3,2,176,127.1761047,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
56,258,-1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.93203654,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
57,281,13,13,7,Burnett County,Wisconsin,55,13,55013,15509,17.6,15457,17.6,14163,81,718,52,3,194,67,373,7806,7651,792,765,907,889,561,1288,1617,2450,2619,2138,1104,327,49,48.7,49.3,6807,2.25,1016,919,957,2607,230,364,4475,2.71,15278,8471,5576,1231,406,206,44395,91625,880.22,369,242,48965,102835,2.78488077,Burnett,4,2,1,416,0.00058664,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
58,381,79,79,48,Pierce County,Wisconsin,55,93,55093,43559,73.5,41019,69.3,39614,232,151,301,7,623,201,513,20420,20599,2414,2535,2556,3836,4659,4710,5053,6247,4726,2363,1315,605,34.5,34.8,34.3,15002,2.55,1710,1610,3532,4783,459,783,10188,2.97,16132,1130,11115,3887,1259,195,166276,141901,592.73,1229,190,166265,121535,1.85679885,Pierce,7,2,1,416,238.8054668,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,C-14,83,PIERCE-PEPIN ELECTRIC COOPERATIVE SERVICES,Cooperative,4646,607.3642169,196.8380342,PO Box 420,W7725 USH 10,Ellsworth,WI,54011-0420,715-273-4355,https://www.piercepepin.com,8/10/09 0:00,X,316780.743,Pierce-Pepin Electric Cooperative Services,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
59,212,217,89,54,Rock County,Wisconsin,55,105,55105,163816,225.6,160331,220.8,140513,7978,516,1630,39,12124,5948,3707,78815,81516,10445,11116,11427,11581,9409,20159,21393,24117,18925,11466,7256,3037,37.9,36.8,39,62905,2.5,7277,9252,12896,18261,2287,5564,42416,3,68422,5517,44380,18525,1509,234,303657,181858,726.16,1587,223,302797,185539,1.87766631,Rock,10,2,1,416,37.76476856,52,M-25,31,EVANSVILLE WATER & LIGHT,Municipal,1880,59.54801947,43.26201242,PO Box 76,31 S Madison Street,Evansville,WI,53536-0076,608-882-2280,http://www.ci.evansville.wi.gov/services_by_department/municipal_utility/,11/9/12 0:00, ,69623.59937,Evansville Water & Light,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
60,358,56,56,33,Lafayette County,Wisconsin,55,65,55065,16852,26.6,16836,26.5,16292,39,48,58,0,522,303,96,8582,8254,1189,1181,1178,1218,888,1807,1929,2735,2110,1320,950,331,40.4,39.3,41.4,6609,2.53,838,861,1445,2258,225,335,4571,3.03,7230,621,5119,1490,1252,294,276055,229493,634.57,1327,258,265418,227199,1.79218002,Lafayette,9,2,1,416,304.8182438,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
61,235,240,107,63,Vernon County,Wisconsin,55,123,55123,31029,38,29773,36.5,29085,109,61,92,7,394,145,274,14854,14919,2121,2257,2190,1987,1281,2965,3328,4707,3975,2528,1683,751,41.4,40.9,42,11616,2.53,1511,1665,2607,3958,302,580,7893,3.1,13720,2104,9165,2451,2228,155,181510,99359,816.38,1961,172,196566,92577,2.5226673,Vernon,9,4,3,160,6.87175937,32,M-36,9,LA FARGE MUNICIPAL ELECTRIC UTILITY,Municipal,2950,6.86667083,25.31759255,PO Box 39, ,LaFarge,WI,54639-0039,608-625-2333,https://www.lafarge-wisconsin.com/,11/19/12 0:00, ,40744.79715,La Farge Municipal Electric Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
62,421,98,98,58,Sawyer County,Wisconsin,55,113,55113,16840,12.5,16557,12.3,13123,77,2757,49,0,268,42,509,8393,8164,971,903,934,982,725,1457,1795,2656,2705,2033,1032,364,47,46.6,47.5,7038,2.31,1052,911,993,2523,244,530,4656,2.77,15975,8937,5344,1694,172,253,21896,147145,1350.24,175,263,26032,125089,2.78300879,Sawyer,4,4,3,160,38.58593915,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
